"Time (UTC)","Day-ahead Total Load Forecast [MW] - BZN|DE-LU","Actual Total Load [MW] - BZN|DE-LU"
"18.02.2019 04:45 - 18.02.2019 05:00","55388","55497"
"18.02.2019 05:00 - 18.02.2019 05:15","58236","59121"
"18.02.2019 05:15 - 18.02.2019 05:30","60667","61652"
"18.02.2019 05:30 - 18.02.2019 05:45","62440","64045"
"18.02.2019 05:45 - 18.02.2019 06:00","64013","65772"
"18.02.2019 06:00 - 18.02.2019 06:15","66068","67445"
"18.02.2019 06:15 - 18.02.2019 06:30","67055","68295"
"18.02.2019 06:30 - 18.02.2019 06:45","67285","68489"
"18.02.2019 06:45 - 18.02.2019 07:00","67866","68796"
"18.02.2019 07:00 - 18.02.2019 07:15","69121","69821"
"18.02.2019 07:15 - 18.02.2019 07:30","69301","69867"
"18.02.2019 07:30 - 18.02.2019 07:45","69557","70004"
"18.02.2019 07:45 - 18.02.2019 08:00","69614","70083"
"18.02.2019 08:00 - 18.02.2019 08:15","69461","69770"
"18.02.2019 08:15 - 18.02.2019 08:30","69531","69793"
"18.02.2019 08:30 - 18.02.2019 08:45","69887","70083"
"18.02.2019 08:45 - 18.02.2019 09:00","70136","70158"
"18.02.2019 09:00 - 18.02.2019 09:15","70257","70193"
"18.02.2019 09:15 - 18.02.2019 09:30","70696","70244"
"18.02.2019 09:30 - 18.02.2019 09:45","70695","70133"
"18.02.2019 09:45 - 18.02.2019 10:00","70798","70244"
"18.02.2019 10:00 - 18.02.2019 10:15","71161","70163"
"18.02.2019 10:15 - 18.02.2019 10:30","71311","70444"
"18.02.2019 10:30 - 18.02.2019 10:45","71700","70281"
"18.02.2019 10:45 - 18.02.2019 11:00","71709","70165"
"18.02.2019 11:00 - 18.02.2019 11:15","71136","69335"
"18.02.2019 11:15 - 18.02.2019 11:30","70765","68556"
"18.02.2019 11:30 - 18.02.2019 11:45","70403","68402"
"18.02.2019 11:45 - 18.02.2019 12:00","70670","67998"
"18.02.2019 12:00 - 18.02.2019 12:15","70656","68090"
"18.02.2019 12:15 - 18.02.2019 12:30","70011","67894"
"18.02.2019 12:30 - 18.02.2019 12:45","69551","67327"
"18.02.2019 12:45 - 18.02.2019 13:00","69107","66470"
"18.02.2019 13:00 - 18.02.2019 13:15","68863","66762"
"18.02.2019 13:15 - 18.02.2019 13:30","68637","66673"
"18.02.2019 13:30 - 18.02.2019 13:45","68505","66460"
"18.02.2019 13:45 - 18.02.2019 14:00","68297","66015"
"18.02.2019 14:00 - 18.02.2019 14:15","67081","66499"
"18.02.2019 14:15 - 18.02.2019 14:30","68272","66340"
"18.02.2019 14:30 - 18.02.2019 14:45","68203","65858"
"18.02.2019 14:45 - 18.02.2019 15:00","67972","65280"
"18.02.2019 15:00 - 18.02.2019 15:15","67759","64824"
"18.02.2019 15:15 - 18.02.2019 15:30","66758","64813"
"18.02.2019 15:30 - 18.02.2019 15:45","65043","64935"
"18.02.2019 15:45 - 18.02.2019 16:00","65168","65042"
"18.02.2019 16:00 - 18.02.2019 16:15","65739","65772"
"18.02.2019 16:15 - 18.02.2019 16:30","66232","66232"
"18.02.2019 16:30 - 18.02.2019 16:45","66979","67352"
"18.02.2019 16:45 - 18.02.2019 17:00","67760","68866"
"18.02.2019 17:00 - 18.02.2019 17:15","68327","70385"
"18.02.2019 17:15 - 18.02.2019 17:30","68901","71070"
"18.02.2019 17:30 - 18.02.2019 17:45","69192","71426"
"18.02.2019 17:45 - 18.02.2019 18:00","69403","71314"
"18.02.2019 18:00 - 18.02.2019 18:15","69381","71024"
"18.02.2019 18:15 - 18.02.2019 18:30","68639","70518"
"18.02.2019 18:30 - 18.02.2019 18:45","68272","69673"
"18.02.2019 18:45 - 18.02.2019 19:00","67890","69150"
"18.02.2019 19:00 - 18.02.2019 19:15","66951","68043"
"18.02.2019 19:15 - 18.02.2019 19:30","66045","67090"
"18.02.2019 19:30 - 18.02.2019 19:45","65269","65982"
"18.02.2019 19:45 - 18.02.2019 20:00","64725","64945"
"18.02.2019 20:00 - 18.02.2019 20:15","63572","64163"
"18.02.2019 20:15 - 18.02.2019 20:30","63109","63233"
"18.02.2019 20:30 - 18.02.2019 20:45","62928","62405"
"18.02.2019 20:45 - 18.02.2019 21:00","61509","61371"
"18.02.2019 21:00 - 18.02.2019 21:15","61590","61215"
"18.02.2019 21:15 - 18.02.2019 21:30","60900","60043"
"18.02.2019 21:30 - 18.02.2019 21:45","59904","59036"
"18.02.2019 21:45 - 18.02.2019 22:00","58913","58194"
"18.02.2019 22:00 - 18.02.2019 22:15","57677","56517"
"18.02.2019 22:15 - 18.02.2019 22:30","56905","55178"
"18.02.2019 22:30 - 18.02.2019 22:45","56006","54524"
"18.02.2019 22:45 - 18.02.2019 23:00","55169","53514"
"18.02.2019 23:00 - 18.02.2019 23:15","53575","52889"
"18.02.2019 23:15 - 18.02.2019 23:30","53041","52017"
"18.02.2019 23:30 - 18.02.2019 23:45","52493","51852"
"18.02.2019 23:45 - 19.02.2019 00:00","51924","51461"
"19.02.2019 00:00 - 19.02.2019 00:15","51445","51295"
"19.02.2019 00:15 - 19.02.2019 00:30","51103","50958"
"19.02.2019 00:30 - 19.02.2019 00:45","50872","50653"
"19.02.2019 00:45 - 19.02.2019 01:00","50585","50457"
"19.02.2019 01:00 - 19.02.2019 01:15","50164","49937"
"19.02.2019 01:15 - 19.02.2019 01:30","50029","49899"
"19.02.2019 01:30 - 19.02.2019 01:45","49964","50167"
"19.02.2019 01:45 - 19.02.2019 02:00","50052","50356"
"19.02.2019 02:00 - 19.02.2019 02:15","50096","50677"
"19.02.2019 02:15 - 19.02.2019 02:30","50188","50660"
"19.02.2019 02:30 - 19.02.2019 02:45","50291","50959"
"19.02.2019 02:45 - 19.02.2019 03:00","50508","51047"
"19.02.2019 03:00 - 19.02.2019 03:15","50833","51074"
"19.02.2019 03:15 - 19.02.2019 03:30","51163","51583"
"19.02.2019 03:30 - 19.02.2019 03:45","51681","52169"
"19.02.2019 03:45 - 19.02.2019 04:00","52233","52626"
"19.02.2019 04:00 - 19.02.2019 04:15","53401","53897"
"19.02.2019 04:15 - 19.02.2019 04:30","53869","54813"
"19.02.2019 04:30 - 19.02.2019 04:45","54992","56012"
"19.02.2019 04:45 - 19.02.2019 05:00","56382","57872"
"19.02.2019 05:00 - 19.02.2019 05:15","59190","61173"
"19.02.2019 05:15 - 19.02.2019 05:30","61497","63638"
"19.02.2019 05:30 - 19.02.2019 05:45","63341","65437"
"19.02.2019 05:45 - 19.02.2019 06:00","64815","67508"
"19.02.2019 06:00 - 19.02.2019 06:15","66588","69053"
"19.02.2019 06:15 - 19.02.2019 06:30","67425","69998"
"19.02.2019 06:30 - 19.02.2019 06:45","68448","70761"
"19.02.2019 06:45 - 19.02.2019 07:00","68999","71567"
"19.02.2019 07:00 - 19.02.2019 07:15","69928","72377"
"19.02.2019 07:15 - 19.02.2019 07:30","70086","72457"
"19.02.2019 07:30 - 19.02.2019 07:45","70357","73153"
"19.02.2019 07:45 - 19.02.2019 08:00","70368","73324"
"19.02.2019 08:00 - 19.02.2019 08:15","70238","72560"
"19.02.2019 08:15 - 19.02.2019 08:30","70183","72357"
"19.02.2019 08:30 - 19.02.2019 08:45","70516","72653"
"19.02.2019 08:45 - 19.02.2019 09:00","70896","72549"
"19.02.2019 09:00 - 19.02.2019 09:15","71051","72229"
"19.02.2019 09:15 - 19.02.2019 09:30","71359","72247"
"19.02.2019 09:30 - 19.02.2019 09:45","71511","72275"
"19.02.2019 09:45 - 19.02.2019 10:00","71668","72360"
"19.02.2019 10:00 - 19.02.2019 10:15","71856","72103"
"19.02.2019 10:15 - 19.02.2019 10:30","72032","72670"
"19.02.2019 10:30 - 19.02.2019 10:45","72264","73000"
"19.02.2019 10:45 - 19.02.2019 11:00","71466","72748"
"19.02.2019 11:00 - 19.02.2019 11:15","71470","72381"
"19.02.2019 11:15 - 19.02.2019 11:30","71240","72149"
"19.02.2019 11:30 - 19.02.2019 11:45","70891","72057"
"19.02.2019 11:45 - 19.02.2019 12:00","71261","71724"
"19.02.2019 12:00 - 19.02.2019 12:15","71191","71684"
"19.02.2019 12:15 - 19.02.2019 12:30","70916","71587"
"19.02.2019 12:30 - 19.02.2019 12:45","70610","71153"
"19.02.2019 12:45 - 19.02.2019 13:00","70093","70202"
"19.02.2019 13:00 - 19.02.2019 13:15","69829","69905"
"19.02.2019 13:15 - 19.02.2019 13:30","69469","70011"
"19.02.2019 13:30 - 19.02.2019 13:45","69588","70007"
"19.02.2019 13:45 - 19.02.2019 14:00","69510","69446"
"19.02.2019 14:00 - 19.02.2019 14:15","69215","69531"
"19.02.2019 14:15 - 19.02.2019 14:30","68876","69291"
"19.02.2019 14:30 - 19.02.2019 14:45","68500","68909"
"19.02.2019 14:45 - 19.02.2019 15:00","68297","68542"
"19.02.2019 15:00 - 19.02.2019 15:15","68177","68612"
"19.02.2019 15:15 - 19.02.2019 15:30","67843","68252"
"19.02.2019 15:30 - 19.02.2019 15:45","67867","68560"
"19.02.2019 15:45 - 19.02.2019 16:00","67963","68484"
"19.02.2019 16:00 - 19.02.2019 16:15","68481","69039"
"19.02.2019 16:15 - 19.02.2019 16:30","69033","69698"
"19.02.2019 16:30 - 19.02.2019 16:45","69841","70572"
"19.02.2019 16:45 - 19.02.2019 17:00","70704","71958"
"19.02.2019 17:00 - 19.02.2019 17:15","71115","73293"
"19.02.2019 17:15 - 19.02.2019 17:30","71633","73888"
"19.02.2019 17:30 - 19.02.2019 17:45","71898","73899"
"19.02.2019 17:45 - 19.02.2019 18:00","71971","74181"
"19.02.2019 18:00 - 19.02.2019 18:15","71763","73643"
"19.02.2019 18:15 - 19.02.2019 18:30","70980","72921"
"19.02.2019 18:30 - 19.02.2019 18:45","70366","72302"
"19.02.2019 18:45 - 19.02.2019 19:00","69743","71350"
"19.02.2019 19:00 - 19.02.2019 19:15","68449","69953"
"19.02.2019 19:15 - 19.02.2019 19:30","66801","68814"
"19.02.2019 19:30 - 19.02.2019 19:45","65904","67972"
"19.02.2019 19:45 - 19.02.2019 20:00","64996","66578"
"19.02.2019 20:00 - 19.02.2019 20:15","64114","65964"
"19.02.2019 20:15 - 19.02.2019 20:30","63430","65148"
"19.02.2019 20:30 - 19.02.2019 20:45","62762","64192"
"19.02.2019 20:45 - 19.02.2019 21:00","62225","63187"
"19.02.2019 21:00 - 19.02.2019 21:15","62126","63036"
"19.02.2019 21:15 - 19.02.2019 21:30","61490","62012"
"19.02.2019 21:30 - 19.02.2019 21:45","60393","60581"
"19.02.2019 21:45 - 19.02.2019 22:00","59116","59475"
"19.02.2019 22:00 - 19.02.2019 22:15","57851","58234"
"19.02.2019 22:15 - 19.02.2019 22:30","56982","57782"
"19.02.2019 22:30 - 19.02.2019 22:45","56125","57007"
"19.02.2019 22:45 - 19.02.2019 23:00","55297","55772"
"19.02.2019 23:00 - 19.02.2019 23:15","52620","54675"
"19.02.2019 23:15 - 19.02.2019 23:30","51986","53967"
"19.02.2019 23:30 - 19.02.2019 23:45","51503","53642"
"19.02.2019 23:45 - 20.02.2019 00:00","50998","53244"
"20.02.2019 00:00 - 20.02.2019 00:15","50635","52871"
"20.02.2019 00:15 - 20.02.2019 00:30","50400","52411"
"20.02.2019 00:30 - 20.02.2019 00:45","50075","52258"
"20.02.2019 00:45 - 20.02.2019 01:00","49841","52206"
"20.02.2019 01:00 - 20.02.2019 01:15","49404","51292"
"20.02.2019 01:15 - 20.02.2019 01:30","49253","51114"
"20.02.2019 01:30 - 20.02.2019 01:45","49290","51040"
"20.02.2019 01:45 - 20.02.2019 02:00","49388","51358"
"20.02.2019 02:00 - 20.02.2019 02:15","49436","51523"
"20.02.2019 02:15 - 20.02.2019 02:30","49549","51638"
"20.02.2019 02:30 - 20.02.2019 02:45","49685","51728"
"20.02.2019 02:45 - 20.02.2019 03:00","49834","51918"
"20.02.2019 03:00 - 20.02.2019 03:15","50203","52137"
"20.02.2019 03:15 - 20.02.2019 03:30","50539","52590"
"20.02.2019 03:30 - 20.02.2019 03:45","51004","53475"
"20.02.2019 03:45 - 20.02.2019 04:00","51587","53810"
"20.02.2019 04:00 - 20.02.2019 04:15","52581","54944"
"20.02.2019 04:15 - 20.02.2019 04:30","53271","55589"
"20.02.2019 04:30 - 20.02.2019 04:45","54375","56724"
"20.02.2019 04:45 - 20.02.2019 05:00","55935","58141"
"20.02.2019 05:00 - 20.02.2019 05:15","58727","61009"
"20.02.2019 05:15 - 20.02.2019 05:30","61100","63580"
"20.02.2019 05:30 - 20.02.2019 05:45","62969","65656"
"20.02.2019 05:45 - 20.02.2019 06:00","64488","67367"
"20.02.2019 06:00 - 20.02.2019 06:15","66329","68405"
"20.02.2019 06:15 - 20.02.2019 06:30","66952","69325"
"20.02.2019 06:30 - 20.02.2019 06:45","67291","69988"
"20.02.2019 06:45 - 20.02.2019 07:00","67883","70575"
"20.02.2019 07:00 - 20.02.2019 07:15","68565","71096"
"20.02.2019 07:15 - 20.02.2019 07:30","68796","71180"
"20.02.2019 07:30 - 20.02.2019 07:45","68827","71261"
"20.02.2019 07:45 - 20.02.2019 08:00","68752","71023"
"20.02.2019 08:00 - 20.02.2019 08:15","68461","70378"
"20.02.2019 08:15 - 20.02.2019 08:30","68461","70540"
"20.02.2019 08:30 - 20.02.2019 08:45","68393","70860"
"20.02.2019 08:45 - 20.02.2019 09:00","68716","70953"
"20.02.2019 09:00 - 20.02.2019 09:15","68823","70377"
"20.02.2019 09:15 - 20.02.2019 09:30","68814","70263"
"20.02.2019 09:30 - 20.02.2019 09:45","68903","70200"
"20.02.2019 09:45 - 20.02.2019 10:00","69057","70012"
"20.02.2019 10:00 - 20.02.2019 10:15","69195","70659"
"20.02.2019 10:15 - 20.02.2019 10:30","69389","71161"
"20.02.2019 10:30 - 20.02.2019 10:45","69454","71037"
"20.02.2019 10:45 - 20.02.2019 11:00","68862","71252"
"20.02.2019 11:00 - 20.02.2019 11:15","68777","71008"
"20.02.2019 11:15 - 20.02.2019 11:30","68462","70589"
"20.02.2019 11:30 - 20.02.2019 11:45","68198","70475"
"20.02.2019 11:45 - 20.02.2019 12:00","68214","70334"
"20.02.2019 12:00 - 20.02.2019 12:15","68254","70484"
"20.02.2019 12:15 - 20.02.2019 12:30","67715","70131"
"20.02.2019 12:30 - 20.02.2019 12:45","67281","69573"
"20.02.2019 12:45 - 20.02.2019 13:00","66831","68963"
"20.02.2019 13:00 - 20.02.2019 13:15","66567","68744"
"20.02.2019 13:15 - 20.02.2019 13:30","66132","68583"
"20.02.2019 13:30 - 20.02.2019 13:45","66119","68761"
"20.02.2019 13:45 - 20.02.2019 14:00","66260","68516"
"20.02.2019 14:00 - 20.02.2019 14:15","66299","68532"
"20.02.2019 14:15 - 20.02.2019 14:30","65929","68030"
"20.02.2019 14:30 - 20.02.2019 14:45","65496","67784"
"20.02.2019 14:45 - 20.02.2019 15:00","65576","66664"
"20.02.2019 15:00 - 20.02.2019 15:15","65538","66809"
"20.02.2019 15:15 - 20.02.2019 15:30","65457","66716"
"20.02.2019 15:30 - 20.02.2019 15:45","65562","66545"
"20.02.2019 15:45 - 20.02.2019 16:00","65845","65873"
"20.02.2019 16:00 - 20.02.2019 16:15","66270","66477"
"20.02.2019 16:15 - 20.02.2019 16:30","66825","67058"
"20.02.2019 16:30 - 20.02.2019 16:45","67765","68029"
"20.02.2019 16:45 - 20.02.2019 17:00","68555","69404"
"20.02.2019 17:00 - 20.02.2019 17:15","69207","70273"
"20.02.2019 17:15 - 20.02.2019 17:30","69729","71062"
"20.02.2019 17:30 - 20.02.2019 17:45","70056","71419"
"20.02.2019 17:45 - 20.02.2019 18:00","70088","71437"
"20.02.2019 18:00 - 20.02.2019 18:15","69889","N/A"
"20.02.2019 18:15 - 20.02.2019 18:30","69284","N/A"
"20.02.2019 18:30 - 20.02.2019 18:45","68703","N/A"
"20.02.2019 18:45 - 20.02.2019 19:00","68160","N/A"
"20.02.2019 19:00 - 20.02.2019 19:15","66972","N/A"
"20.02.2019 19:15 - 20.02.2019 19:30","65416","N/A"
"20.02.2019 19:30 - 20.02.2019 19:45","64689","N/A"
"20.02.2019 19:45 - 20.02.2019 20:00","64037","N/A"
"20.02.2019 20:00 - 20.02.2019 20:15","63016","N/A"
"20.02.2019 20:15 - 20.02.2019 20:30","62317","N/A"
"20.02.2019 20:30 - 20.02.2019 20:45","61755","N/A"
"20.02.2019 20:45 - 20.02.2019 21:00","61097","N/A"
"20.02.2019 21:00 - 20.02.2019 21:15","60819","N/A"
"20.02.2019 21:15 - 20.02.2019 21:30","60151","N/A"
"20.02.2019 21:30 - 20.02.2019 21:45","59183","N/A"
"20.02.2019 21:45 - 20.02.2019 22:00","57799","N/A"
"20.02.2019 22:00 - 20.02.2019 22:15","56390","56597"
"20.02.2019 22:15 - 20.02.2019 22:30","55370","55500"
"20.02.2019 22:30 - 20.02.2019 22:45","54433","54722"
"20.02.2019 22:45 - 20.02.2019 23:00","53591","53626"
"20.02.2019 23:00 - 20.02.2019 23:15","53586","52903"
"20.02.2019 23:15 - 20.02.2019 23:30","52884","51502"
"20.02.2019 23:30 - 20.02.2019 23:45","52340","51079"
"20.02.2019 23:45 - 21.02.2019 00:00","51844","50680"
"21.02.2019 00:00 - 21.02.2019 00:15","51375","50850"
"21.02.2019 00:15 - 21.02.2019 00:30","50987","50666"
"21.02.2019 00:30 - 21.02.2019 00:45","50791","50503"
"21.02.2019 00:45 - 21.02.2019 01:00","50453","50156"
"21.02.2019 01:00 - 21.02.2019 01:15","50070","49912"
"21.02.2019 01:15 - 21.02.2019 01:30","49960","49658"
"21.02.2019 01:30 - 21.02.2019 01:45","49923","49603"
"21.02.2019 01:45 - 21.02.2019 02:00","49966","49797"
"21.02.2019 02:00 - 21.02.2019 02:15","50064","50248"
"21.02.2019 02:15 - 21.02.2019 02:30","50094","50291"
"21.02.2019 02:30 - 21.02.2019 02:45","50182","50195"
"21.02.2019 02:45 - 21.02.2019 03:00","50327","50329"
"21.02.2019 03:00 - 21.02.2019 03:15","50701","51153"
"21.02.2019 03:15 - 21.02.2019 03:30","51007","51498"
"21.02.2019 03:30 - 21.02.2019 03:45","51469","51904"
"21.02.2019 03:45 - 21.02.2019 04:00","51928","52557"
"21.02.2019 04:00 - 21.02.2019 04:15","53099","53807"
"21.02.2019 04:15 - 21.02.2019 04:30","53756","54468"
"21.02.2019 04:30 - 21.02.2019 04:45","54764","55375"
"21.02.2019 04:45 - 21.02.2019 05:00","56114","57003"
"21.02.2019 05:00 - 21.02.2019 05:15","58707","60785"
"21.02.2019 05:15 - 21.02.2019 05:30","61020","62578"
"21.02.2019 05:30 - 21.02.2019 05:45","62756","64371"
"21.02.2019 05:45 - 21.02.2019 06:00","64162","66153"
"21.02.2019 06:00 - 21.02.2019 06:15","66093","67542"
"21.02.2019 06:15 - 21.02.2019 06:30","66846","68414"
"21.02.2019 06:30 - 21.02.2019 06:45","68104","68694"
"21.02.2019 06:45 - 21.02.2019 07:00","68574","69279"
"21.02.2019 07:00 - 21.02.2019 07:15","69403","70007"
"21.02.2019 07:15 - 21.02.2019 07:30","69693","70569"
"21.02.2019 07:30 - 21.02.2019 07:45","69737","70466"
"21.02.2019 07:45 - 21.02.2019 08:00","69870","70336"
"21.02.2019 08:00 - 21.02.2019 08:15","69782","70358"
"21.02.2019 08:15 - 21.02.2019 08:30","69523","70844"
"21.02.2019 08:30 - 21.02.2019 08:45","69665","70909"
"21.02.2019 08:45 - 21.02.2019 09:00","70005","71033"
"21.02.2019 09:00 - 21.02.2019 09:15","70101","70942"
"21.02.2019 09:15 - 21.02.2019 09:30","70137","71118"
"21.02.2019 09:30 - 21.02.2019 09:45","70154","71189"
"21.02.2019 09:45 - 21.02.2019 10:00","70389","71253"
"21.02.2019 10:00 - 21.02.2019 10:15","70603","71560"
"21.02.2019 10:15 - 21.02.2019 10:30","70593","71373"
"21.02.2019 10:30 - 21.02.2019 10:45","70900","71240"
"21.02.2019 10:45 - 21.02.2019 11:00","70988","70822"
"21.02.2019 11:00 - 21.02.2019 11:15","70345","69667"
"21.02.2019 11:15 - 21.02.2019 11:30","70331","69486"
"21.02.2019 11:30 - 21.02.2019 11:45","69962","69401"
"21.02.2019 11:45 - 21.02.2019 12:00","70452","69559"
"21.02.2019 12:00 - 21.02.2019 12:15","70241","69837"
"21.02.2019 12:15 - 21.02.2019 12:30","70191","69555"
"21.02.2019 12:30 - 21.02.2019 12:45","69468","69393"
"21.02.2019 12:45 - 21.02.2019 13:00","68788","68675"
"21.02.2019 13:00 - 21.02.2019 13:15","68678","68946"
"21.02.2019 13:15 - 21.02.2019 13:30","68406","68961"
"21.02.2019 13:30 - 21.02.2019 13:45","68424","68928"
"21.02.2019 13:45 - 21.02.2019 14:00","68424","68823"
"21.02.2019 14:00 - 21.02.2019 14:15","67728","68813"
"21.02.2019 14:15 - 21.02.2019 14:30","67663","68418"
"21.02.2019 14:30 - 21.02.2019 14:45","67504","68051"
"21.02.2019 14:45 - 21.02.2019 15:00","67137","67750"
"21.02.2019 15:00 - 21.02.2019 15:15","67160","66981"
"21.02.2019 15:15 - 21.02.2019 15:30","66882","66783"
"21.02.2019 15:30 - 21.02.2019 15:45","66594","67356"
"21.02.2019 15:45 - 21.02.2019 16:00","67514","67269"
"21.02.2019 16:00 - 21.02.2019 16:15","67906","67678"
"21.02.2019 16:15 - 21.02.2019 16:30","68285","68103"
"21.02.2019 16:30 - 21.02.2019 16:45","69051","69114"
"21.02.2019 16:45 - 21.02.2019 17:00","69628","70078"
"21.02.2019 17:00 - 21.02.2019 17:15","70126","70989"
"21.02.2019 17:15 - 21.02.2019 17:30","70576","71352"
"21.02.2019 17:30 - 21.02.2019 17:45","70849","71621"
"21.02.2019 17:45 - 21.02.2019 18:00","70842","71825"
"21.02.2019 18:00 - 21.02.2019 18:15","70687","71777"
"21.02.2019 18:15 - 21.02.2019 18:30","70012","71398"
"21.02.2019 18:30 - 21.02.2019 18:45","69514","70519"
"21.02.2019 18:45 - 21.02.2019 19:00","69054","69983"
"21.02.2019 19:00 - 21.02.2019 19:15","67818","69106"
"21.02.2019 19:15 - 21.02.2019 19:30","66495","67629"
"21.02.2019 19:30 - 21.02.2019 19:45","65570","66665"
"21.02.2019 19:45 - 21.02.2019 20:00","64798","65213"
"21.02.2019 20:00 - 21.02.2019 20:15","63683","64391"
"21.02.2019 20:15 - 21.02.2019 20:30","62908","63456"
"21.02.2019 20:30 - 21.02.2019 20:45","62316","62439"
"21.02.2019 20:45 - 21.02.2019 21:00","61810","61413"
"21.02.2019 21:00 - 21.02.2019 21:15","61511","61048"
"21.02.2019 21:15 - 21.02.2019 21:30","60757","60148"
"21.02.2019 21:30 - 21.02.2019 21:45","59746","59235"
"21.02.2019 21:45 - 21.02.2019 22:00","58490","58170"
"21.02.2019 22:00 - 21.02.2019 22:15","57162","56897"
"21.02.2019 22:15 - 21.02.2019 22:30","56134","56086"
"21.02.2019 22:30 - 21.02.2019 22:45","55358","55165"
"21.02.2019 22:45 - 21.02.2019 23:00","54641","54195"
"21.02.2019 23:00 - 21.02.2019 23:15","53764","52625"
"21.02.2019 23:15 - 21.02.2019 23:30","53104","51964"
"21.02.2019 23:30 - 21.02.2019 23:45","52462","51532"
"21.02.2019 23:45 - 22.02.2019 00:00","51965","50846"
"22.02.2019 00:00 - 22.02.2019 00:15","51520","50024"
"22.02.2019 00:15 - 22.02.2019 00:30","51071","49754"
"22.02.2019 00:30 - 22.02.2019 00:45","50831","49401"
"22.02.2019 00:45 - 22.02.2019 01:00","50534","49300"
"22.02.2019 01:00 - 22.02.2019 01:15","50229","48516"
"22.02.2019 01:15 - 22.02.2019 01:30","50197","48359"
"22.02.2019 01:30 - 22.02.2019 01:45","50175","48397"
"22.02.2019 01:45 - 22.02.2019 02:00","50227","48430"
"22.02.2019 02:00 - 22.02.2019 02:15","50335","48798"
"22.02.2019 02:15 - 22.02.2019 02:30","50339","48897"
"22.02.2019 02:30 - 22.02.2019 02:45","50385","49409"
"22.02.2019 02:45 - 22.02.2019 03:00","50535","49935"
"22.02.2019 03:00 - 22.02.2019 03:15","51046","50048"
"22.02.2019 03:15 - 22.02.2019 03:30","51388","50505"
"22.02.2019 03:30 - 22.02.2019 03:45","51648","51127"
"22.02.2019 03:45 - 22.02.2019 04:00","52156","51670"
"22.02.2019 04:00 - 22.02.2019 04:15","53309","52871"
"22.02.2019 04:15 - 22.02.2019 04:30","53927","54081"
"22.02.2019 04:30 - 22.02.2019 04:45","54932","55529"
"22.02.2019 04:45 - 22.02.2019 05:00","56062","56984"
"22.02.2019 05:00 - 22.02.2019 05:15","58442","60047"
"22.02.2019 05:15 - 22.02.2019 05:30","60727","62319"
"22.02.2019 05:30 - 22.02.2019 05:45","62386","64097"
"22.02.2019 05:45 - 22.02.2019 06:00","63954","65647"
"22.02.2019 06:00 - 22.02.2019 06:15","65619","67011"
"22.02.2019 06:15 - 22.02.2019 06:30","66287","67729"
"22.02.2019 06:30 - 22.02.2019 06:45","66860","68689"
"22.02.2019 06:45 - 22.02.2019 07:00","67447","69513"
"22.02.2019 07:00 - 22.02.2019 07:15","68272","70267"
"22.02.2019 07:15 - 22.02.2019 07:30","68360","70648"
"22.02.2019 07:30 - 22.02.2019 07:45","68451","70966"
"22.02.2019 07:45 - 22.02.2019 08:00","68587","70953"
"22.02.2019 08:00 - 22.02.2019 08:15","68401","70888"
"22.02.2019 08:15 - 22.02.2019 08:30","68357","71284"
