"MTU (UTC)","Generation - Solar  [MW] Day Ahead/ BZN|FR","Generation - Solar  [MW] Intraday / BZN|FR","Generation - Solar  [MW] Current / BZN|FR","Generation - Wind Offshore  [MW] Day Ahead/ BZN|FR","Generation - Wind Offshore  [MW] Intraday / BZN|FR","Generation - Wind Offshore  [MW] Current / BZN|FR","Generation - Wind Onshore  [MW] Day Ahead/ BZN|FR","Generation - Wind Onshore  [MW] Intraday / BZN|FR","Generation - Wind Onshore  [MW] Current / BZN|FR"
"11.01.2020 07:00 - 11.01.2020 08:00","0","0","0","n/e","n/e","n/e","3417","3365","3365"
"11.01.2020 08:00 - 11.01.2020 09:00","267","257","257","n/e","n/e","n/e","3722","3743","3743"
"11.01.2020 09:00 - 11.01.2020 10:00","1339","1339","1386","n/e","n/e","n/e","4026","4122","4078"
"11.01.2020 10:00 - 11.01.2020 11:00","2480","2552","2648","n/e","n/e","n/e","3902","3968","3934"
"11.01.2020 11:00 - 11.01.2020 12:00","3201","3316","3467","n/e","n/e","n/e","3778","3816","3789"
"11.01.2020 12:00 - 11.01.2020 13:00","3491","3549","3709","n/e","n/e","n/e","3654","3666","3643"
"11.01.2020 13:00 - 11.01.2020 14:00","3222","3248","3333","n/e","n/e","n/e","3574","3595","3575"
"11.01.2020 14:00 - 11.01.2020 15:00","2359","2322","2388","n/e","n/e","n/e","3494","3525","3508"
"11.01.2020 15:00 - 11.01.2020 16:00","1009","998","1021","n/e","n/e","n/e","3414","3457","3441"
"11.01.2020 16:00 - 11.01.2020 17:00","83","83","83","n/e","n/e","n/e","3462","3686","3672"
"11.01.2020 17:00 - 11.01.2020 18:00","0","0","0","n/e","n/e","n/e","3510","3915","3902"
"11.01.2020 18:00 - 11.01.2020 19:00","0","0","0","n/e","n/e","n/e","3558","4145","4133"
"11.01.2020 19:00 - 11.01.2020 20:00","0","0","0","n/e","n/e","n/e","3711","4301","4290"
"11.01.2020 20:00 - 11.01.2020 21:00","0","0","0","n/e","n/e","n/e","3864","4458","4448"
"11.01.2020 21:00 - 11.01.2020 22:00","0","0","0","n/e","n/e","n/e","4017","4616","4607"
"11.01.2020 22:00 - 11.01.2020 23:00","0","0","0","n/e","n/e","n/e","4092","4584","4576"
"11.01.2020 23:00 - 12.01.2020 00:00","0","N/A","0","n/e","n/e","n/e","4899","N/A","4874"
"12.01.2020 00:00 - 12.01.2020 01:00","0","N/A","0","n/e","n/e","n/e","4885","N/A","5050"
"12.01.2020 01:00 - 12.01.2020 02:00","0","N/A","0","n/e","n/e","n/e","5066","N/A","5416"
"12.01.2020 02:00 - 12.01.2020 03:00","0","N/A","0","n/e","n/e","n/e","5248","N/A","5779"
"12.01.2020 03:00 - 12.01.2020 04:00","0","N/A","0","n/e","n/e","n/e","5430","N/A","6138"
"12.01.2020 04:00 - 12.01.2020 05:00","0","N/A","0","n/e","n/e","n/e","5670","N/A","6375"
"12.01.2020 05:00 - 12.01.2020 06:00","0","N/A","0","n/e","n/e","n/e","5910","N/A","6611"
"12.01.2020 06:00 - 12.01.2020 07:00","0","0","0","n/e","n/e","n/e","6150","6560","6560"
"12.01.2020 07:00 - 12.01.2020 08:00","0","0","0","n/e","n/e","n/e","6397","6826","6826"
"12.01.2020 08:00 - 12.01.2020 09:00","285","293","293","n/e","n/e","n/e","6645","7066","7066"
"12.01.2020 09:00 - 12.01.2020 10:00","1388","1440","1488","n/e","n/e","n/e","6893","7294","7280"
"12.01.2020 10:00 - 12.01.2020 11:00","2485","2621","2701","n/e","n/e","n/e","6959","7276","7281"
"12.01.2020 11:00 - 12.01.2020 12:00","3172","3240","3331","n/e","n/e","n/e","7025","7259","7268"
"12.01.2020 12:00 - 12.01.2020 13:00","3288","3401","3372","n/e","n/e","n/e","7091","7237","7247"
"12.01.2020 13:00 - 12.01.2020 14:00","2876","3033","2972","n/e","n/e","n/e","6719","6858","6868"
"12.01.2020 14:00 - 12.01.2020 15:00","2030","2086","2079","n/e","n/e","n/e","6346","6474","6487"
"12.01.2020 15:00 - 12.01.2020 16:00","879","883","892","n/e","n/e","n/e","5973","6089","6105"
"12.01.2020 16:00 - 12.01.2020 17:00","73","73","75","n/e","n/e","n/e","5411","5443","5461"
"12.01.2020 17:00 - 12.01.2020 18:00","0","0","0","n/e","n/e","n/e","4849","4796","4814"
"12.01.2020 18:00 - 12.01.2020 19:00","0","0","0","n/e","n/e","n/e","4286","4150","4167"
"12.01.2020 19:00 - 12.01.2020 20:00","0","0","0","n/e","n/e","n/e","3975","3814","3830"
"12.01.2020 20:00 - 12.01.2020 21:00","0","0","0","n/e","n/e","n/e","3665","3477","3494"
"12.01.2020 21:00 - 12.01.2020 22:00","0","0","0","n/e","n/e","n/e","3356","3140","3158"
"12.01.2020 22:00 - 12.01.2020 23:00","0","0","0","n/e","n/e","n/e","3134","2927","2946"
"12.01.2020 23:00 - 13.01.2020 00:00","0","N/A","0","n/e","n/e","n/e","2937","N/A","3102"
"13.01.2020 00:00 - 13.01.2020 01:00","0","N/A","0","n/e","n/e","n/e","2684","N/A","2806"
"13.01.2020 01:00 - 13.01.2020 02:00","0","N/A","0","n/e","n/e","n/e","2674","N/A","2714"
"13.01.2020 02:00 - 13.01.2020 03:00","0","N/A","0","n/e","n/e","n/e","2662","N/A","2619"
"13.01.2020 03:00 - 13.01.2020 04:00","0","N/A","0","n/e","n/e","n/e","2651","N/A","2520"
"13.01.2020 04:00 - 13.01.2020 05:00","0","N/A","0","n/e","n/e","n/e","2687","N/A","2621"
"13.01.2020 05:00 - 13.01.2020 06:00","0","N/A","0","n/e","n/e","n/e","2723","N/A","2720"
"13.01.2020 06:00 - 13.01.2020 07:00","0","0","0","n/e","n/e","n/e","2757","2740","2740"
"13.01.2020 07:00 - 13.01.2020 08:00","0","0","0","n/e","n/e","n/e","3072","3151","3151"
"13.01.2020 08:00 - 13.01.2020 09:00","255","267","267","n/e","n/e","n/e","3387","3555","3555"
"13.01.2020 09:00 - 13.01.2020 10:00","1226","1263","1265","n/e","n/e","n/e","3704","3963","3934"
"13.01.2020 10:00 - 13.01.2020 11:00","2273","2229","2282","n/e","n/e","n/e","4477","4799","4780"
"13.01.2020 11:00 - 13.01.2020 12:00","2928","2794","2822","n/e","n/e","n/e","5251","5635","5623"
"13.01.2020 12:00 - 13.01.2020 13:00","3131","2893","2932","n/e","n/e","n/e","6025","6472","6461"
"13.01.2020 13:00 - 13.01.2020 14:00","2799","2591","2607","n/e","n/e","n/e","6784","7120","7113"
"13.01.2020 14:00 - 13.01.2020 15:00","1968","1845","1829","n/e","n/e","n/e","7545","7768","7765"
"13.01.2020 15:00 - 13.01.2020 16:00","847","803","824","n/e","n/e","n/e","8306","8417","8417"
"13.01.2020 16:00 - 13.01.2020 17:00","78","77","81","n/e","n/e","n/e","8817","8975","8976"
"13.01.2020 17:00 - 13.01.2020 18:00","0","0","0","n/e","n/e","n/e","9328","9534","9535"
"13.01.2020 18:00 - 13.01.2020 19:00","0","0","0","n/e","n/e","n/e","9838","10093","10093"
"13.01.2020 19:00 - 13.01.2020 20:00","0","0","0","n/e","n/e","n/e","10228","10434","10434"
"13.01.2020 20:00 - 13.01.2020 21:00","0","0","0","n/e","n/e","n/e","10618","10775","10775"
"13.01.2020 21:00 - 13.01.2020 22:00","0","0","0","n/e","n/e","n/e","11007","11116","11116"
"13.01.2020 22:00 - 13.01.2020 23:00","0","0","0","n/e","n/e","n/e","11156","11282","11282"
"13.01.2020 23:00 - 14.01.2020 00:00","0","N/A","0","n/e","n/e","n/e","11295","N/A","11362"
"14.01.2020 00:00 - 14.01.2020 01:00","0","N/A","0","n/e","n/e","n/e","11352","N/A","11443"
"14.01.2020 01:00 - 14.01.2020 02:00","0","N/A","0","n/e","n/e","n/e","11440","N/A","11495"
"14.01.2020 02:00 - 14.01.2020 03:00","0","N/A","0","n/e","n/e","n/e","11528","N/A","11543"
"14.01.2020 03:00 - 14.01.2020 04:00","0","N/A","0","n/e","n/e","n/e","11614","N/A","11586"
"14.01.2020 04:00 - 14.01.2020 05:00","0","N/A","0","n/e","n/e","n/e","11496","N/A","11460"
"14.01.2020 05:00 - 14.01.2020 06:00","0","N/A","0","n/e","n/e","n/e","11376","N/A","11333"
"14.01.2020 06:00 - 14.01.2020 07:00","0","0","0","n/e","n/e","n/e","11255","11263","11263"
"14.01.2020 07:00 - 14.01.2020 08:00","0","0","0","n/e","n/e","n/e","11508","11380","11380"
"14.01.2020 08:00 - 14.01.2020 09:00","240","229","229","n/e","n/e","n/e","11760","11480","11480"
"14.01.2020 09:00 - 14.01.2020 10:00","1130","1105","1137","n/e","n/e","n/e","12012","11574","11312"
"14.01.2020 10:00 - 14.01.2020 11:00","2082","2074","2061","n/e","n/e","n/e","12198","12032","11840"
"14.01.2020 11:00 - 14.01.2020 12:00","2678","2707","2676","n/e","n/e","n/e","12383","12487","12331"
"14.01.2020 12:00 - 14.01.2020 13:00","2844","2904","2833","n/e","n/e","n/e","12566","12918","12772"
"14.01.2020 13:00 - 14.01.2020 14:00","2619","2634","2519","n/e","n/e","n/e","12506","12952","12833"
"14.01.2020 14:00 - 14.01.2020 15:00","1948","1904","1812","n/e","n/e","n/e","12446","12981","12885"
"14.01.2020 15:00 - 14.01.2020 16:00","862","829","822","n/e","n/e","n/e","12387","13005","12928"
"14.01.2020 16:00 - 14.01.2020 17:00","83","77","79","n/e","n/e","n/e","12340","12838","12774"
"14.01.2020 17:00 - 14.01.2020 18:00","0","0","0","n/e","n/e","n/e","12292","12668","12612"
"14.01.2020 18:00 - 14.01.2020 19:00","0","0","0","n/e","n/e","n/e","12242","12498","12447"
"14.01.2020 19:00 - 14.01.2020 20:00","0","0","0","n/e","n/e","n/e","12084","12303","12255"
"14.01.2020 20:00 - 14.01.2020 21:00","0","0","0","n/e","n/e","n/e","11925","12106","12063"
"14.01.2020 21:00 - 14.01.2020 22:00","0","0","0","n/e","n/e","n/e","11766","11909","11869"
"14.01.2020 22:00 - 14.01.2020 23:00","0","0","0","n/e","n/e","n/e","11631","11676","11638"
"14.01.2020 23:00 - 15.01.2020 00:00","0","N/A","0","n/e","n/e","n/e","11371","N/A","11380"
"15.01.2020 00:00 - 15.01.2020 01:00","0","N/A","0","n/e","n/e","n/e","11086","N/A","11123"
"15.01.2020 01:00 - 15.01.2020 02:00","0","N/A","0","n/e","n/e","n/e","11230","N/A","11288"
"15.01.2020 02:00 - 15.01.2020 03:00","0","N/A","0","n/e","n/e","n/e","11373","N/A","11449"
"15.01.2020 03:00 - 15.01.2020 04:00","0","N/A","0","n/e","n/e","n/e","11515","N/A","11603"
"15.01.2020 04:00 - 15.01.2020 05:00","0","N/A","0","n/e","n/e","n/e","11562","N/A","11676"
"15.01.2020 05:00 - 15.01.2020 06:00","0","N/A","0","n/e","n/e","n/e","11608","N/A","11748"
"15.01.2020 06:00 - 15.01.2020 07:00","0","0","0","n/e","n/e","n/e","11652","12051","12051"
"15.01.2020 07:00 - 15.01.2020 08:00","0","0","0","n/e","n/e","n/e","11706","12092","12092"
"15.01.2020 08:00 - 15.01.2020 09:00","257","253","253","n/e","n/e","n/e","11760","12113","12113"
"15.01.2020 09:00 - 15.01.2020 10:00","1251","1263","972","n/e","n/e","n/e","11814","12126","12154"
"15.01.2020 10:00 - 15.01.2020 11:00","2258","2243","1773","n/e","n/e","n/e","11758","11938","11965"
"15.01.2020 11:00 - 15.01.2020 12:00","2806","2670","2184","n/e","n/e","n/e","11701","11751","11769"
"15.01.2020 12:00 - 15.01.2020 13:00","2925","2696","2244","n/e","n/e","n/e","11643","11560","11572"
"15.01.2020 13:00 - 15.01.2020 14:00","2530","2258","1998","n/e","n/e","n/e","10453","10400","10409"
"15.01.2020 14:00 - 15.01.2020 15:00","1738","1525","1478","n/e","n/e","n/e","9264","9237","9249"
"15.01.2020 15:00 - 15.01.2020 16:00","743","665","651","n/e","n/e","n/e","8076","8078","8089"
"15.01.2020 16:00 - 15.01.2020 17:00","70","64","62","n/e","n/e","n/e","6952","6944","6954"
"15.01.2020 17:00 - 15.01.2020 18:00","0","0","0","n/e","n/e","n/e","5829","5809","5819"
"15.01.2020 18:00 - 15.01.2020 19:00","0","0","0","n/e","n/e","n/e","4705","4675","4685"
"15.01.2020 19:00 - 15.01.2020 20:00","0","0","0","n/e","n/e","n/e","4321","4333","4340"
"15.01.2020 20:00 - 15.01.2020 21:00","0","0","0","n/e","n/e","n/e","3939","3992","3997"
"15.01.2020 21:00 - 15.01.2020 22:00","0","0","0","n/e","n/e","n/e","3557","3651","3655"
"15.01.2020 22:00 - 15.01.2020 23:00","0","0","0","n/e","n/e","n/e","3341","3361","3364"
"15.01.2020 23:00 - 16.01.2020 00:00","0","N/A","0","n/e","n/e","n/e","3312","N/A","3045"
"16.01.2020 00:00 - 16.01.2020 01:00","0","N/A","0","n/e","n/e","n/e","3094","N/A","2762"
"16.01.2020 01:00 - 16.01.2020 02:00","0","N/A","0","n/e","n/e","n/e","3098","N/A","2898"
"16.01.2020 02:00 - 16.01.2020 03:00","0","N/A","0","n/e","n/e","n/e","3102","N/A","3031"
"16.01.2020 03:00 - 16.01.2020 04:00","0","N/A","0","n/e","n/e","n/e","3107","N/A","3158"
"16.01.2020 04:00 - 16.01.2020 05:00","0","N/A","0","n/e","n/e","n/e","3400","N/A","3493"
"16.01.2020 05:00 - 16.01.2020 06:00","0","N/A","0","n/e","n/e","n/e","3693","N/A","3829"
"16.01.2020 06:00 - 16.01.2020 07:00","0","0","0","n/e","n/e","n/e","3985","4350","4350"
"16.01.2020 07:00 - 16.01.2020 08:00","0","0","0","n/e","n/e","n/e","4624","4987","4987"
"16.01.2020 08:00 - 16.01.2020 09:00","303","322","322","n/e","n/e","n/e","5263","5590","5590"
"16.01.2020 09:00 - 16.01.2020 10:00","1443","1515","1506","n/e","n/e","n/e","5903","6176","6375"
"16.01.2020 10:00 - 16.01.2020 11:00","2587","2672","2676","n/e","n/e","n/e","6372","6569","6742"
"16.01.2020 11:00 - 16.01.2020 12:00","3187","3295","3369","n/e","n/e","n/e","6840","6955","7106"
"16.01.2020 12:00 - 16.01.2020 13:00","3363","3447","3479","n/e","n/e","n/e","7308","7336","7466"
"16.01.2020 13:00 - 16.01.2020 14:00","3062","3073","3132","n/e","n/e","n/e","7771","7808","7926"
"16.01.2020 14:00 - 16.01.2020 15:00","2223","2220","2323","n/e","n/e","n/e","8236","8276","8385"
"16.01.2020 15:00 - 16.01.2020 16:00","1015","1006","1037","n/e","n/e","n/e","8701","8742","8845"
"16.01.2020 16:00 - 16.01.2020 17:00","103","102","106","n/e","n/e","n/e","9019","8818","8914"
"16.01.2020 17:00 - 16.01.2020 18:00","0","0","0","n/e","n/e","n/e","9338","8894","8984"
"16.01.2020 18:00 - 16.01.2020 19:00","0","0","0","n/e","n/e","n/e","9659","8971","9053"
"16.01.2020 19:00 - 16.01.2020 20:00","0","0","0","n/e","n/e","n/e","9496","8855","8934"
"16.01.2020 20:00 - 16.01.2020 21:00","0","0","0","n/e","n/e","n/e","9334","8738","8815"
"16.01.2020 21:00 - 16.01.2020 22:00","0","0","0","n/e","n/e","n/e","9172","8622","8696"
"16.01.2020 22:00 - 16.01.2020 23:00","0","0","0","n/e","n/e","n/e","8957","8387","8457"
"16.01.2020 23:00 - 17.01.2020 00:00","0","N/A","0","n/e","n/e","n/e","8228","N/A","8434"
"17.01.2020 00:00 - 17.01.2020 01:00","0","N/A","0","n/e","n/e","n/e","7877","N/A","7982"
"17.01.2020 01:00 - 17.01.2020 02:00","0","N/A","0","n/e","n/e","n/e","7811","N/A","7586"
"17.01.2020 02:00 - 17.01.2020 03:00","0","N/A","0","n/e","n/e","n/e","7745","N/A","7186"
"17.01.2020 03:00 - 17.01.2020 04:00","0","N/A","0","n/e","n/e","n/e","7677","N/A","6783"
"17.01.2020 04:00 - 17.01.2020 05:00","0","N/A","0","n/e","n/e","n/e","7563","N/A","6540"
"17.01.2020 05:00 - 17.01.2020 06:00","0","N/A","0","n/e","n/e","n/e","7446","N/A","6298"
"17.01.2020 06:00 - 17.01.2020 07:00","0","0","0","n/e","n/e","n/e","7329","7792","7792"
"17.01.2020 07:00 - 17.01.2020 08:00","0","0","0","n/e","n/e","n/e","7204","7653","7653"
"17.01.2020 08:00 - 17.01.2020 09:00","195","178","178","n/e","n/e","n/e","7079","7507","7507"
"17.01.2020 09:00 - 17.01.2020 10:00","844","821","835","n/e","n/e","n/e","6954","7359","7420"
"17.01.2020 10:00 - 17.01.2020 11:00","1504","1465","1572","n/e","n/e","n/e","7256","7676","7726"
"17.01.2020 11:00 - 17.01.2020 12:00","1889","1844","1973","n/e","n/e","n/e","7556","7995","8038"
"17.01.2020 12:00 - 17.01.2020 13:00","2023","2035","2101","n/e","n/e","n/e","7857","8314","8350"
"17.01.2020 13:00 - 17.01.2020 14:00","1882","1869","1921","n/e","n/e","n/e","7596","8393","8425"
"17.01.2020 14:00 - 17.01.2020 15:00","1443","1443","1447","n/e","n/e","n/e","7337","8474","8505"
"17.01.2020 15:00 - 17.01.2020 16:00","673","727","694","n/e","n/e","n/e","7080","8554","8584"
"17.01.2020 16:00 - 17.01.2020 17:00","88","94","91","n/e","n/e","n/e","7164","7984","8012"
"17.01.2020 17:00 - 17.01.2020 18:00","0","0","0","n/e","n/e","n/e","7249","7415","7441"
"17.01.2020 18:00 - 17.01.2020 19:00","0","0","0","n/e","n/e","n/e","7332","6846","6870"
"17.01.2020 19:00 - 17.01.2020 20:00","0","0","0","n/e","n/e","n/e","7248","6696","6720"
"17.01.2020 20:00 - 17.01.2020 21:00","0","0","0","n/e","n/e","n/e","7164","6547","6570"
"17.01.2020 21:00 - 17.01.2020 22:00","0","0","0","n/e","n/e","n/e","7080","6398","6419"
"17.01.2020 22:00 - 17.01.2020 23:00","0","0","0","n/e","n/e","n/e","6581","6213","6232"
"17.01.2020 23:00 - 18.01.2020 00:00","0","N/A","0","n/e","n/e","n/e","6270","N/A","6130"
"18.01.2020 00:00 - 18.01.2020 01:00","0","N/A","0","n/e","n/e","n/e","6193","N/A","6074"
"18.01.2020 01:00 - 18.01.2020 02:00","0","N/A","0","n/e","n/e","n/e","5814","N/A","5727"
"18.01.2020 02:00 - 18.01.2020 03:00","0","N/A","0","n/e","n/e","n/e","5437","N/A","5378"
"18.01.2020 03:00 - 18.01.2020 04:00","0","N/A","0","n/e","n/e","n/e","5059","N/A","5032"
"18.01.2020 04:00 - 18.01.2020 05:00","0","N/A","0","n/e","n/e","n/e","4562","N/A","4553"
"18.01.2020 05:00 - 18.01.2020 06:00","0","N/A","0","n/e","n/e","n/e","4067","N/A","4073"
"18.01.2020 06:00 - 18.01.2020 07:00","0","0","0","n/e","n/e","n/e","3574","3388","3388"
"18.01.2020 07:00 - 18.01.2020 08:00","0","0","0","n/e","n/e","n/e","3129","2940","2940"
"18.01.2020 08:00 - 18.01.2020 09:00","309","297","297","n/e","n/e","n/e","2684","2488","2488"
"18.01.2020 09:00 - 18.01.2020 10:00","1332","1267","1338","n/e","n/e","n/e","2242","2034","2132"
"18.01.2020 10:00 - 18.01.2020 11:00","2350","2326","2350","n/e","n/e","n/e","1833","1697","1773"
"18.01.2020 11:00 - 18.01.2020 12:00","3060","3038","3030","n/e","n/e","n/e","1425","1366","1425"
"18.01.2020 12:00 - 18.01.2020 13:00","3308","3225","3138","n/e","n/e","n/e","1023","1048","1090"
"18.01.2020 13:00 - 18.01.2020 14:00","3001","2901","2729","n/e","n/e","n/e","1035","1021","1058"
"18.01.2020 14:00 - 18.01.2020 15:00","2193","1992","1911","n/e","n/e","n/e","1051","1001","1035"
"18.01.2020 15:00 - 18.01.2020 16:00","979","900","841","n/e","n/e","n/e","1067","985","1017"
"18.01.2020 16:00 - 18.01.2020 17:00","102","89","90","n/e","n/e","n/e","1527","1333","1369"
"18.01.2020 17:00 - 18.01.2020 18:00","0","0","0","n/e","n/e","n/e","1988","1689","1724"
"18.01.2020 18:00 - 18.01.2020 19:00","0","0","0","n/e","n/e","n/e","2451","2047","2081"
"18.01.2020 19:00 - 18.01.2020 20:00","0","0","0","n/e","n/e","n/e","2782","2311","2342"
"18.01.2020 20:00 - 18.01.2020 21:00","0","0","0","n/e","n/e","n/e","3113","2574","2604"
"18.01.2020 21:00 - 18.01.2020 22:00","0","0","0","n/e","n/e","n/e","3445","2837","2865"
"18.01.2020 22:00 - 18.01.2020 23:00","0","0","0","n/e","n/e","n/e","3467","2927","2955"
"18.01.2020 23:00 - 19.01.2020 00:00","0","N/A","0","n/e","n/e","n/e","3231","N/A","3648"
"19.01.2020 00:00 - 19.01.2020 01:00","0","N/A","0","n/e","n/e","n/e","3356","N/A","3671"
"19.01.2020 01:00 - 19.01.2020 02:00","0","N/A","0","n/e","n/e","n/e","3467","N/A","3793"
"19.01.2020 02:00 - 19.01.2020 03:00","0","N/A","0","n/e","n/e","n/e","3578","N/A","3915"
"19.01.2020 03:00 - 19.01.2020 04:00","0","N/A","0","n/e","n/e","n/e","3690","N/A","4038"
"19.01.2020 04:00 - 19.01.2020 05:00","0","N/A","0","n/e","n/e","n/e","3926","N/A","4310"
"19.01.2020 05:00 - 19.01.2020 06:00","0","N/A","0","n/e","n/e","n/e","4162","N/A","4583"
"19.01.2020 06:00 - 19.01.2020 07:00","0","0","0","n/e","n/e","n/e","4399","5186","5186"
"19.01.2020 07:00 - 19.01.2020 08:00","0","0","0","n/e","n/e","n/e","4580","5245","5245"
"19.01.2020 08:00 - 19.01.2020 09:00","315","274","274","n/e","n/e","n/e","4761","5310","5310"
"19.01.2020 09:00 - 19.01.2020 10:00","1525","1323","1344","n/e","n/e","n/e","4942","5383","5061"
"19.01.2020 10:00 - 19.01.2020 11:00","2796","2421","2453","n/e","n/e","n/e","5059","5367","5116"
"19.01.2020 11:00 - 19.01.2020 12:00","3535","3168","3240","n/e","n/e","n/e","5176","5355","5148"
"19.01.2020 12:00 - 19.01.2020 13:00","3677","3306","3454","n/e","n/e","n/e","5293","5348","5175"
"19.01.2020 13:00 - 19.01.2020 14:00","3239","2990","3121","n/e","n/e","n/e","5480","5407","5258"
"19.01.2020 14:00 - 19.01.2020 15:00","2380","2198","2325","n/e","n/e","n/e","5668","5469","5339"
"19.01.2020 15:00 - 19.01.2020 16:00","1102","1041","1093","n/e","n/e","n/e","5855","5533","5417"
"19.01.2020 16:00 - 19.01.2020 17:00","137","132","140","n/e","n/e","n/e","5938","5693","5588"
"19.01.2020 17:00 - 19.01.2020 18:00","0","0","0","n/e","n/e","n/e","6021","5852","5755"
"19.01.2020 18:00 - 19.01.2020 19:00","0","0","0","n/e","n/e","n/e","6103","6011","5921"
"19.01.2020 19:00 - 19.01.2020 20:00","0","0","0","n/e","n/e","n/e","6070","6304","6218"
"19.01.2020 20:00 - 19.01.2020 21:00","0","0","0","n/e","n/e","n/e","6037","6597","6515"
"19.01.2020 21:00 - 19.01.2020 22:00","0","0","0","n/e","n/e","n/e","6003","6888","6812"
"19.01.2020 22:00 - 19.01.2020 23:00","0","0","0","n/e","n/e","n/e","6008","6610","6538"
"19.01.2020 23:00 - 20.01.2020 00:00","0","N/A","0","n/e","n/e","n/e","6041","N/A","6063"
"20.01.2020 00:00 - 20.01.2020 01:00","0","N/A","0","n/e","n/e","n/e","5716","N/A","5772"
"20.01.2020 01:00 - 20.01.2020 02:00","0","N/A","0","n/e","n/e","n/e","5531","N/A","5579"
"20.01.2020 02:00 - 20.01.2020 03:00","0","N/A","0","n/e","n/e","n/e","5346","N/A","5384"
"20.01.2020 03:00 - 20.01.2020 04:00","0","N/A","0","n/e","n/e","n/e","5161","N/A","5182"
"20.01.2020 04:00 - 20.01.2020 05:00","0","N/A","0","n/e","n/e","n/e","5157","N/A","5050"
"20.01.2020 05:00 - 20.01.2020 06:00","0","N/A","0","n/e","n/e","n/e","5151","N/A","4916"
"20.01.2020 06:00 - 20.01.2020 07:00","0","0","0","n/e","n/e","n/e","5147","5393","5393"
"20.01.2020 07:00 - 20.01.2020 08:00","0","0","0","n/e","n/e","n/e","5114","5238","5238"
"20.01.2020 08:00 - 20.01.2020 09:00","283","290","290","n/e","n/e","n/e","5082","5083","5083"
"20.01.2020 09:00 - 20.01.2020 10:00","1326","1341","1519","n/e","n/e","n/e","5050","4935","5068"
"20.01.2020 10:00 - 20.01.2020 11:00","2438","2527","2761","n/e","n/e","n/e","5086","4855","4956"
"20.01.2020 11:00 - 20.01.2020 12:00","3268","3297","3482","n/e","n/e","n/e","5122","4782","4862"
"20.01.2020 12:00 - 20.01.2020 13:00","3508","3574","3728","n/e","n/e","n/e","5160","4710","4781"
"20.01.2020 13:00 - 20.01.2020 14:00","3179","3229","3354","n/e","n/e","n/e","5091","4795","4848"
"20.01.2020 14:00 - 20.01.2020 15:00","2356","2333","2408","n/e","n/e","n/e","5023","4881","4927"
"20.01.2020 15:00 - 20.01.2020 16:00","1095","1074","1110","n/e","n/e","n/e","4955","4967","5008"
"20.01.2020 16:00 - 20.01.2020 17:00","132","134","136","n/e","n/e","n/e","5062","5069","5107"
"20.01.2020 17:00 - 20.01.2020 18:00","0","0","0","n/e","n/e","n/e","5168","5171","5206"
"20.01.2020 18:00 - 20.01.2020 19:00","0","0","0","n/e","n/e","n/e","5274","5273","5309"
"20.01.2020 19:00 - 20.01.2020 20:00","0","0","0","n/e","n/e","n/e","5028","4964","4997"
"20.01.2020 20:00 - 20.01.2020 21:00","0","0","0","n/e","n/e","n/e","4783","4657","4687"
"20.01.2020 21:00 - 20.01.2020 22:00","0","0","0","n/e","n/e","n/e","4537","4350","4377"
"20.01.2020 22:00 - 20.01.2020 23:00","0","0","0","n/e","n/e","n/e","4235","4045","4069"
"20.01.2020 23:00 - 21.01.2020 00:00","0","N/A","0","n/e","n/e","n/e","3767","N/A","4160"
"21.01.2020 00:00 - 21.01.2020 01:00","0","N/A","0","n/e","n/e","n/e","3494","N/A","3863"
"21.01.2020 01:00 - 21.01.2020 02:00","0","N/A","0","n/e","n/e","n/e","3208","N/A","3608"
